27.5	11.98	30.9	3.85
27.7	12.18	31.1	3.8
27.8	12.2	31.2	3.74
28	11.89	31.4	3.72
28.2	11.78	31.5	3.68
28.3	11.38	31.7	3.65
28.5	11.3	31.9	3.69
28.6	11.35	32	3.73
28.8	11.49	32.2	3.7
29	11.76	32.3	3.72
29.2	11.95	32.5	3.71
29.3	11.49	32.7	3.83
29.5	11.2	32.9	3.87
29.6	11.05	33.1	3.89
29.8	10.94	33.2	3.92
30	10.95	33.4	3.96
30.2	10.94	33.5	3.96
30.4	10.71	33.7	4.02
30.6	10.68	33.9	3.96
30.8	10.47	34.1	4.01
30.9	10.38	34.3	3.79
31.1	10.37	34.4	3.86
31.2	10.35	34.6	3.92
31.4	10.48	34.7	3.91
31.6	10.52	34.9	3.88
31.8	10.39	35.1	3.85
32	10.32	35.2	3.8
32.2	10.33	35.4	3.9
32.4	10.3	35.6	3.92
32.6	10.32	35.7	3.85
32.8	10.21	35.9	3.67
33	10.5	36	3.77
33.1	10.66	36.2	3.75
33.3	10.72	36.4	4.01
33.4	10.7	36.5	4.18
33.6	10.37	36.7	4.18
33.8	10.36	36.9	4.22
34	10.56	37.1	4.04
34.2	10.83	37.2	3.9
34.4	10.64	37.4	3.97
34.6	10.04	37.5	3.98
34.7	9.79	37.7	3.98
34.8	9.65	37.9	3.97
35	9.54	38	3.97
35.2	9.74	38.2	4.04
35.4	9.88	38.3	4.15
35.6	10.23	38.5	4.16
35.8	10.46	38.7	4.15
36	10.31	38.8	4.17
36.2	10.61	39.1	4.06
36.3	10.56	39.3	4.13
36.4	10.43	39.5	4.13
36.6	10.3	39.6	4.12
36.8	9.76	39.8	4.21
37	9.78	39.9	4.15
37.2	10.04	40.1	4.18
37.3	10.54	40.3	4.25
37.5	10.65	-20.0  0.0	
37.6	10.52		-20.0  0.0	
37.8	10.29		-20.0  0.0	
38	10.38		-20.0  0.0	
38.2	9.99		-20.0  0.0	
38.3	9.93		-20.0  0.0	
38.5	9.83		-20.0  0.0	
38.6	9.64		-20.0  0.0	
38.8	9.83		-20.0  0.0	
39	10.03		-20.0  0.0	
39.2	10.11			-20.0  0.0
39.4	9.99			-20.0  0.0
39.5	10.04			-20.0  0.0
39.6	10			-20.0  0.0
39.8	9.82			-20.0  0.0
40	9.68			-20.0  0.0
40.2	9.46			-20.0  0.0
