 ################ 1 Barreau:1983ht             1
##################### 2 O'Connell:1987ag           1
#  3 Sealock:1989nx             1
################## 4 Baran:1988tw               1
# 5 Bagdasaryan:1988hp         0
# 6 Dai - HallA:2019da            1
# 7 Arrington:1995hs           1
 8 Day:1993md                 1
 9 Arrington:1998psnoCC       0
10 Gaskell:2008               1
11 Whitney:1974hr             0
12 AlsamiJan05                  1
13 VaheJun07                  1
14 E139                       0
15 Fomin                      0
16 Yamaguchi73
17 Ryan84
18 Cyzyk63
19 Bounin63
20 Spanner
21 Mihovilovic:2024ymj
Bosted:1992fy                           set =           25
 Rock-pc                                 set =           26
 Tvaskis:2006                            set =           27
 GarinoBates:1992                        set =           28
 Day:1993md                              set =           29
 YaLIJan05:2005                          set =           30
 VaheJun07: 2007                         set =           31
 E139                                    set =           32
 MurphyHallA:2019                        set =           33
 Franz:1981cw                            set =           34
   Z   A     E        theta     Nu      CS           err        set
      6     12   0.3601  90.0000   0.2201 0.1290E+04 0.1000E+03   1
      6     12   0.3601  90.0000   0.2251 0.1330E+04 0.1100E+03   1
      6     12   0.3601  90.0000   0.2301 0.1390E+04 0.1100E+03   1
      6     12   0.3601  90.0000   0.2351 0.1480E+04 0.1300E+03   1
      6     12   0.3601  90.0000   0.2401 0.1460E+04 0.1400E+03   1
      6     12   0.3601  90.0000   0.2451 0.1520E+04 0.1600E+03   1
      6     12   0.3601  90.0000   0.2501 0.1750E+04 0.1800E+03   1
      6     12   0.3601  90.0000   0.2551 0.1580E+04 0.1900E+03   1
      6     12   0.3601  90.0000   0.2601 0.1810E+04 0.2100E+03   1
      6     12   0.3601 145.0000   0.0451 0.1000E+02 0.6000E+01   1
      6     12   0.3601 145.0000   0.0501 0.1500E+02 0.6000E+01   1
      6     12   0.3601 145.0000   0.0551 0.3900E+02 0.8000E+01   1
      6     12   0.3601 145.0000   0.0601 0.2500E+02 0.7000E+01   1
      6     12   0.3601 145.0000   0.0651 0.4800E+02 0.9000E+01   1
      6     12   0.3601 145.0000   0.0701 0.6900E+02 0.8000E+01   1
      6     12   0.3601 145.0000   0.0751 0.9500E+02 0.6000E+01   1
      6     12   0.3601 145.0000   0.0801 0.1200E+03 0.7000E+01   1
      6     12   0.3601 145.0000   0.0851 0.1400E+03 0.9000E+01   1
      6     12   0.3601 145.0000   0.0901 0.1950E+03 0.1000E+02   1
      6     12   0.3601 145.0000   0.0951 0.2390E+03 0.1300E+02   1
      6     12   0.3601 145.0000   0.1001 0.2710E+03 0.1400E+02   1
      6     12   0.3601 145.0000   0.1051 0.3600E+03 0.1500E+02   1
      6     12   0.3601 145.0000   0.1101 0.4070E+03 0.1700E+02   1
      6     12   0.3601 145.0000   0.1151 0.4410E+03 0.1800E+02   1
      6     12   0.3601 145.0000   0.1201 0.5540E+03 0.2100E+02   1
      6     12   0.3601 145.0000   0.1251 0.6130E+03 0.2300E+02   1
      6     12   0.3601 145.0000   0.1301 0.6780E+03 0.2300E+02   1
      6     12   0.3601 145.0000   0.1351 0.7620E+03 0.3000E+02   1
      6     12   0.3601 145.0000   0.1401 0.7920E+03 0.3600E+02   1
      6     12   0.3601 145.0000   0.1451 0.8550E+03 0.3700E+02   1
      6     12   0.3601 145.0000   0.1501 0.8820E+03 0.4500E+02   1
      6     12   0.3601 145.0000   0.1551 0.9410E+03 0.4000E+02   1
      6     12   0.3601 145.0000   0.1601 0.9940E+03 0.4200E+02   1
      6     12   0.3601 145.0000   0.1651 0.9700E+03 0.4200E+02   1
      6     12   0.3601 145.0000   0.1701 0.1004E+04 0.4400E+02   1
      6     12   0.3601 145.0000   0.1751 0.1003E+04 0.3900E+02   1
      6     12   0.3601 145.0000   0.1801 0.1005E+04 0.4300E+02   1
      6     12   0.3601 145.0000   0.1851 0.9480E+03 0.4300E+02   1
      6     12   0.3601 145.0000   0.1901 0.9160E+03 0.4600E+02   1
      6     12   0.3601 145.0000   0.1951 0.8740E+03 0.4300E+02   1
      6     12   0.3601 145.0000   0.2001 0.8520E+03 0.4200E+02   1
      6     12   0.3601 145.0000   0.2051 0.7400E+03 0.4000E+02   1
      6     12   0.3601 145.0000   0.2101 0.7690E+03 0.4000E+02   1
      6     12   0.3601 145.0000   0.2151 0.6450E+03 0.4000E+02   1
      6     12   0.3601 145.0000   0.2201 0.6560E+03 0.4100E+02   1
      6     12   0.3601 145.0000   0.2251 0.6060E+03 0.4000E+02   1
      6     12   0.3601 145.0000   0.2301 0.5950E+03 0.3800E+02   1
      6     12   0.3601 145.0000   0.2351 0.5920E+03 0.4000E+02   1
      6     12   0.3601 145.0000   0.2401 0.5710E+03 0.3500E+02   1
      6     12   0.3601 145.0000   0.2451 0.5510E+03 0.4000E+02   1
      6     12   0.3601 145.0000   0.2501 0.6250E+03 0.4400E+02   1
      6     12   0.3601 145.0000   0.2551 0.6390E+03 0.4400E+02   1
      6     12   0.3601 145.0000   0.2601 0.6970E+03 0.4800E+02   1
      6     12   0.3997 145.0000   0.0597 0.7000E+01 0.1000E+01   1
      6     12   0.3997 145.0000   0.0647 0.8000E+01 0.1000E+01   1
      6     12   0.3997 145.0000   0.0697 0.1000E+02 0.1000E+01   1
      6     12   0.3997 145.0000   0.0747 0.1800E+02 0.3000E+01   1
      6     12   0.3997 145.0000   0.0797 0.2200E+02 0.2000E+01   1
      6     12   0.3997 145.0000   0.0847 0.3400E+02 0.3000E+01   1
      6     12   0.3997 145.0000   0.0897 0.4300E+02 0.3000E+01   1
      6     12   0.3997 145.0000   0.0947 0.6000E+02 0.4000E+01   1
      6     12   0.3997 145.0000   0.0997 0.6600E+02 0.4000E+01   1
      6     12   0.3997 145.0000   0.1047 0.8600E+02 0.5000E+01   1
      6     12   0.3997 145.0000   0.1097 0.1130E+03 0.5000E+01   1
      6     12   0.3997 145.0000   0.1147 0.1300E+03 0.5000E+01   1
      6     12   0.3997 145.0000   0.1197 0.1630E+03 0.6000E+01   1
      6     12   0.3997 145.0000   0.1247 0.1860E+03 0.9000E+01   1
      6     12   0.3997 145.0000   0.1297 0.2160E+03 0.1000E+02   1
      6     12   0.3997 145.0000   0.1347 0.2470E+03 0.1100E+02   1
      6     12   0.3997 145.0000   0.1397 0.3000E+03 0.1200E+02   1
      6     12   0.3997 145.0000   0.1447 0.3540E+03 0.1300E+02   1
      6     12   0.3997 145.0000   0.1497 0.4050E+03 0.1500E+02   1
      6     12   0.3997 145.0000   0.1547 0.4260E+03 0.1500E+02   1
      6     12   0.3997 145.0000   0.1597 0.4800E+03 0.1700E+02   1
      6     12   0.3997 145.0000   0.1647 0.5090E+03 0.1800E+02   1
      6     12   0.3997 145.0000   0.1697 0.5630E+03 0.1900E+02   1
      6     12   0.3997 145.0000   0.1747 0.6250E+03 0.2600E+02   1
      6     12   0.3997 145.0000   0.1797 0.7000E+03 0.3400E+02   1
      6     12   0.3997 145.0000   0.1847 0.7280E+03 0.3400E+02   1
      6     12   0.3997 145.0000   0.1897 0.7170E+03 0.4100E+02   1
      6     12   0.3997 145.0000   0.1947 0.7100E+03 0.3400E+02   1
      6     12   0.3997 145.0000   0.1997 0.7450E+03 0.3500E+02   1
      6     12   0.3997 145.0000   0.2047 0.7950E+03 0.3700E+02   1
      6     12   0.3997 145.0000   0.2097 0.7510E+03 0.3700E+02   1
      6     12   0.3997 145.0000   0.2147 0.7060E+03 0.3000E+02   1
      6     12   0.3997 145.0000   0.2197 0.6900E+03 0.3300E+02   1
      6     12   0.3997 145.0000   0.2247 0.6470E+03 0.3300E+02   1
      6     12   0.3997 145.0000   0.2297 0.6250E+03 0.3500E+02   1
      6     12   0.3997 145.0000   0.2347 0.5800E+03 0.3200E+02   1
      6     12   0.3997 145.0000   0.2397 0.6100E+03 0.3300E+02   1
      6     12   0.3997 145.0000   0.2447 0.5280E+03 0.3100E+02   1
      6     12   0.3997 145.0000   0.2497 0.5430E+03 0.3000E+02   1
      6     12   0.3997 145.0000   0.2547 0.5030E+03 0.3000E+02   1
      6     12   0.3997 145.0000   0.2597 0.4810E+03 0.3000E+02   1
      6     12   0.3997 145.0000   0.2647 0.5220E+03 0.3100E+02   1
      6     12   0.3997 145.0000   0.2697 0.5060E+03 0.3000E+02   1
      6     12   0.3997 145.0000   0.2747 0.5180E+03 0.3100E+02   1
      6     12   0.3997 145.0000   0.2797 0.5460E+03 0.3100E+02   1
      6     12   0.3997 145.0000   0.2847 0.5580E+03 0.3600E+02   1
      6     12   0.3997 145.0000   0.2897 0.6260E+03 0.4100E+02   1
      6     12   0.3997 145.0000   0.2947 0.6440E+03 0.4200E+02   1
      6     12   0.3997 145.0000   0.2997 0.6850E+03 0.4500E+02   1
      6     12   0.4005  90.0000   0.0230 0.1400E+02 0.2000E+01   1
      6     12   0.4005  90.0000   0.0280 0.5000E+02 0.1000E+02   1
      6     12   0.4005  90.0000   0.0330 0.1700E+03 0.1000E+02   1
      6     12   0.4005  90.0000   0.0380 0.1700E+03 0.1000E+02   1
      6     12   0.4005  90.0000   0.0430 0.2600E+03 0.2000E+02   1
      6     12   0.4005  90.0000   0.0480 0.3100E+03 0.2000E+02   1
      6     12   0.4005  90.0000   0.0530 0.3900E+03 0.2000E+02   1
      6     12   0.4005  90.0000   0.0580 0.5200E+03 0.2000E+02   1
      6     12   0.4005  90.0000   0.0630 0.6400E+03 0.3000E+02   1
      6     12   0.4005  90.0000   0.0680 0.7500E+03 0.3000E+02   1
      6     12   0.4005  90.0000   0.0730 0.9100E+03 0.4000E+02   1
      6     12   0.4005  90.0000   0.0780 0.1060E+04 0.4000E+02   1
      6     12   0.4005  90.0000   0.0830 0.1230E+04 0.5000E+02   1
      6     12   0.4005  90.0000   0.0930 0.1560E+04 0.6000E+02   1
      6     12   0.4005  90.0000   0.1030 0.1910E+04 0.7000E+02   1
      6     12   0.4005  90.0000   0.1080 0.2010E+04 0.8000E+02   1
      6     12   0.4005  90.0000   0.1130 0.2170E+04 0.9000E+02   1
      6     12   0.4005  90.0000   0.1180 0.2310E+04 0.9000E+02   1
      6     12   0.4005  90.0000   0.1230 0.2460E+04 0.1000E+03   1
      6     12   0.4005  90.0000   0.1280 0.2540E+04 0.1000E+03   1
      6     12   0.4005  90.0000   0.1330 0.2610E+04 0.1000E+03   1
      6     12   0.4005  90.0000   0.1380 0.2640E+04 0.1100E+03   1
      6     12   0.4005  90.0000   0.1430 0.2710E+04 0.1100E+03   1
      6     12   0.4005  90.0000   0.1480 0.2620E+04 0.1100E+03   1
      6     12   0.4005  90.0000   0.1530 0.2660E+04 0.1100E+03   1
      6     12   0.4005  90.0000   0.1580 0.2490E+04 0.1100E+03   1
      6     12   0.4005  90.0000   0.1630 0.2440E+04 0.1100E+03   1
      6     12   0.4005  90.0000   0.1680 0.2290E+04 0.1100E+03   1
      6     12   0.4005  90.0000   0.1730 0.2100E+04 0.1000E+03   1
      6     12   0.4005  90.0000   0.1780 0.2060E+04 0.1000E+03   1
      6     12   0.4005  90.0000   0.1830 0.1880E+04 0.9000E+02   1
      6     12   0.4005  90.0000   0.1880 0.1760E+04 0.9000E+02   1
      6     12   0.4005  90.0000   0.1930 0.1620E+04 0.9000E+02   1
      6     12   0.4005  90.0000   0.1980 0.1450E+04 0.9000E+02   1
      6     12   0.4005  90.0000   0.2030 0.1390E+04 0.9000E+02   1
      6     12   0.4005  90.0000   0.2080 0.1350E+04 0.9000E+02   1
      6     12   0.4005  90.0000   0.2130 0.1250E+04 0.8000E+02   1
      6     12   0.4005  90.0000   0.2180 0.1190E+04 0.8000E+02   1
      6     12   0.4005  90.0000   0.2230 0.1200E+04 0.8000E+02   1
      6     12   0.4005  90.0000   0.2280 0.1130E+04 0.8000E+02   1
      6     12   0.4005  90.0000   0.2330 0.1160E+04 0.8000E+02   1
      6     12   0.4005  90.0000   0.2380 0.1190E+04 0.9000E+02   1
      6     12   0.4005  90.0000   0.2430 0.1180E+04 0.8000E+02   1
      6     12   0.4005  90.0000   0.2480 0.1270E+04 0.9000E+02   1
      6     12   0.4005  90.0000   0.2530 0.1360E+04 0.1000E+03   1
      6     12   0.4005  90.0000   0.2580 0.1340E+04 0.1100E+03   1
      6     12   0.4005  90.0000   0.2630 0.1360E+04 0.1200E+03   1
      6     12   0.4005  90.0000   0.2680 0.1470E+04 0.1200E+03   1
      6     12   0.4005  90.0000   0.2730 0.1530E+04 0.1400E+03   1
      6     12   0.4005  90.0000   0.2780 0.1600E+04 0.1500E+03   1
      6     12   0.4005  90.0000   0.2830 0.1600E+04 0.1700E+03   1
      6     12   0.4005  90.0000   0.2880 0.1770E+04 0.1900E+03   1
      6     12   0.4005  90.0000   0.2930 0.1860E+04 0.2100E+03   1
      6     12   0.4005  90.0000   0.2980 0.1840E+04 0.2300E+03   1
      6     12   0.4400 145.0000   0.0975 0.1000E+02 0.2000E+01   1
      6     12   0.4400 145.0000   0.1075 0.1500E+02 0.2000E+01   1
      6     12   0.4400 145.0000   0.1175 0.3000E+02 0.3000E+01   1
      6     12   0.4400 145.0000   0.1275 0.5000E+02 0.4000E+01   1
      6     12   0.4400 145.0000   0.1375 0.8300E+02 0.5000E+01   1
      6     12   0.4400 145.0000   0.1475 0.1230E+03 0.7000E+01   1
      6     12   0.4400 145.0000   0.1575 0.1860E+03 0.8000E+01   1
      6     12   0.4400 145.0000   0.1675 0.2660E+03 0.1100E+02   1
      6     12   0.4400 145.0000   0.1775 0.3170E+03 0.1400E+02   1
      6     12   0.4400 145.0000   0.1875 0.3880E+03 0.1700E+02   1
      6     12   0.4400 145.0000   0.1975 0.4410E+03 0.2000E+02   1
      6     12   0.4400 145.0000   0.2075 0.4970E+03 0.2200E+02   1
      6     12   0.4400 145.0000   0.2175 0.5210E+03 0.2600E+02   1
      6     12   0.4400 145.0000   0.2275 0.5460E+03 0.2800E+02   1
      6     12   0.4400 145.0000   0.2375 0.5360E+03 0.2800E+02   1
      6     12   0.4400 145.0000   0.2475 0.5150E+03 0.3000E+02   1
      6     12   0.4400 145.0000   0.2575 0.4710E+03 0.2600E+02   1
      6     12   0.4400 145.0000   0.2675 0.4220E+03 0.2700E+02   1
      6     12   0.4400 145.0000   0.2775 0.4280E+03 0.2800E+02   1
      6     12   0.4400 145.0000   0.2875 0.3960E+03 0.2800E+02   1
      6     12   0.4400 145.0000   0.2975 0.4210E+03 0.3000E+02   1
      6     12   0.4400 145.0000   0.3075 0.4370E+03 0.3300E+02   1
      6     12   0.4400 145.0000   0.3175 0.4720E+03 0.3700E+02   1
      6     12   0.4400 145.0000   0.3275 0.5340E+03 0.4500E+02   1
      6     12   0.4400 145.0000   0.3375 0.6130E+03 0.5400E+02   1
      6     12   0.4794  90.0000   0.0419 0.2000E+02 0.2000E+01   1
      6     12   0.4794  90.0000   0.0519 0.3000E+02 0.3000E+01   1
      6     12   0.4794  90.0000   0.0619 0.6000E+02 0.4000E+01   1
      6     12   0.4794  90.0000   0.0719 0.1000E+03 0.1000E+02   1
      6     12   0.4794  90.0000   0.0819 0.1700E+03 0.1000E+02   1
      6     12   0.4794  90.0000   0.0919 0.2600E+03 0.1000E+02   1
      6     12   0.4794  90.0000   0.1019 0.3800E+03 0.1000E+02   1
      6     12   0.4794  90.0000   0.1119 0.5100E+03 0.2000E+02   1
      6     12   0.4794  90.0000   0.1219 0.7000E+03 0.2000E+02   1
      6     12   0.4794  90.0000   0.1319 0.8600E+03 0.3000E+02   1
      6     12   0.4794  90.0000   0.1419 0.1060E+04 0.4000E+02   1
      6     12   0.4794  90.0000   0.1519 0.1270E+04 0.6000E+02   1
      6     12   0.4794  90.0000   0.1619 0.1360E+04 0.6000E+02   1
      6     12   0.4794  90.0000   0.1719 0.1460E+04 0.6000E+02   1
      6     12   0.4794  90.0000   0.1819 0.1490E+04 0.6000E+02   1
      6     12   0.4794  90.0000   0.1919 0.1470E+04 0.5000E+02   1
      6     12   0.4794  90.0000   0.2019 0.1420E+04 0.5000E+02   1
      6     12   0.4794  90.0000   0.2119 0.1420E+04 0.5000E+02   1
      6     12   0.4794  90.0000   0.2219 0.1420E+04 0.5000E+02   1
      6     12   0.4794  90.0000   0.2319 0.1170E+04 0.5000E+02   1
      6     12   0.4794  90.0000   0.2419 0.1100E+04 0.5000E+02   1
      6     12   0.4794  90.0000   0.2519 0.9200E+03 0.4000E+02   1
      6     12   0.4794  90.0000   0.2619 0.9000E+03 0.5000E+02   1
      6     12   0.4794  90.0000   0.2719 0.9200E+03 0.5000E+02   1
      6     12   0.4794  90.0000   0.2819 0.9300E+03 0.5000E+02   1
      6     12   0.4794  90.0000   0.2919 0.9500E+03 0.5000E+02   1
      6     12   0.4794  90.0000   0.3019 0.1050E+04 0.6000E+02   1
      6     12   0.4794  90.0000   0.3119 0.1180E+04 0.6000E+02   1
      6     12   0.4794  90.0000   0.3219 0.1310E+04 0.7000E+02   1
      6     12   0.4794  90.0000   0.3319 0.1340E+04 0.8000E+02   1
      6     12   0.4794  90.0000   0.3419 0.1420E+04 0.1000E+03   1
      6     12   0.4794  90.0000   0.3519 0.1570E+04 0.1100E+03   1
      6     12   0.4794  90.0000   0.3619 0.1600E+04 0.1300E+03   1
      6     12   0.4794  90.0000   0.3719 0.1740E+04 0.1600E+03   1
      6     12   0.4794 145.0000   0.1219 0.9000E+01 0.1000E+01   1
      6     12   0.4794 145.0000   0.1319 0.9000E+01 0.1000E+01   1
      6     12   0.4794 145.0000   0.1419 0.2000E+02 0.2000E+01   1
      6     12   0.4794 145.0000   0.1519 0.2700E+02 0.3000E+01   1
      6     12   0.4794 145.0000   0.1619 0.5500E+02 0.3000E+01   1
      6     12   0.4794 145.0000   0.1719 0.8100E+02 0.4000E+01   1
      6     12   0.4794 145.0000   0.1819 0.1110E+03 0.5000E+01   1
      6     12   0.4794 145.0000   0.1919 0.1570E+03 0.6000E+01   1
      6     12   0.4794 145.0000   0.2019 0.2010E+03 0.1000E+02   1
      6     12   0.4794 145.0000   0.2119 0.2600E+03 0.1300E+02   1
      6     12   0.4794 145.0000   0.2219 0.2900E+03 0.1500E+02   1
      6     12   0.4794 145.0000   0.2319 0.3150E+03 0.1600E+02   1
      6     12   0.4794 145.0000   0.2419 0.3710E+03 0.1800E+02   1
      6     12   0.4794 145.0000   0.2519 0.4000E+03 0.1500E+02   1
      6     12   0.4794 145.0000   0.2619 0.4180E+03 0.1800E+02   1
      6     12   0.4794 145.0000   0.2719 0.4240E+03 0.1900E+02   1
      6     12   0.4794 145.0000   0.2819 0.4260E+03 0.1900E+02   1
      6     12   0.4794 145.0000   0.2919 0.3900E+03 0.1800E+02   1
      6     12   0.4794 145.0000   0.3019 0.3800E+03 0.2100E+02   1
      6     12   0.4794 145.0000   0.3119 0.3730E+03 0.2100E+02   1
      6     12   0.4794 145.0000   0.3129 0.4160E+03 0.2200E+02   1
      6     12   0.4794 145.0000   0.3319 0.3810E+03 0.2200E+02   1
      6     12   0.4794 145.0000   0.3419 0.4420E+03 0.2800E+02   1
      6     12   0.4794 145.0000   0.3519 0.4660E+03 0.2900E+02   1
      6     12   0.4794 145.0000   0.3619 0.5070E+03 0.3100E+02   1
      6     12   0.4794 145.0000   0.3719 0.6110E+03 0.4000E+02   1
      6     12   0.5193  90.0000   0.0518 0.1000E+02 0.2000E+01   1
      6     12   0.5193  90.0000   0.0618 0.2000E+02 0.3000E+01   1
      6     12   0.5193  90.0000   0.0718 0.3000E+02 0.4000E+01   1
      6     12   0.5193  90.0000   0.0818 0.6000E+02 0.1000E+02   1
      6     12   0.5193  90.0000   0.0918 0.8000E+02 0.1000E+02   1
      6     12   0.5193  90.0000   0.1018 0.1300E+03 0.1000E+02   1
      6     12   0.5193  90.0000   0.1118 0.2000E+03 0.1000E+02   1
      6     12   0.5193  90.0000   0.1218 0.2900E+03 0.1000E+02   1
      6     12   0.5193  90.0000   0.1318 0.3900E+03 0.2000E+02   1
      6     12   0.5193  90.0000   0.1418 0.5000E+03 0.2000E+02   1
      6     12   0.5193  90.0000   0.1518 0.6600E+03 0.3000E+02   1
      6     12   0.5193  90.0000   0.1618 0.7800E+03 0.3000E+02   1
      6     12   0.5193  90.0000   0.1718 0.8800E+03 0.3000E+02   1
      6     12   0.5193  90.0000   0.1818 0.1010E+04 0.4000E+02   1
      6     12   0.5193  90.0000   0.1918 0.1100E+04 0.4000E+02   1
      6     12   0.5193  90.0000   0.2018 0.1160E+04 0.5000E+02   1
      6     12   0.5193  90.0000   0.2118 0.1160E+04 0.5000E+02   1
      6     12   0.5193  90.0000   0.2218 0.1140E+04 0.5000E+02   1
      6     12   0.5568  90.0000   0.0793 0.1400E+02 0.2000E+01   1
      6     12   0.5568  90.0000   0.0893 0.2400E+02 0.2000E+01   1
      6     12   0.5568  90.0000   0.0993 0.4000E+02 0.3000E+01   1
      6     12   0.5568  90.0000   0.1093 0.6000E+02 0.4000E+01   1
      6     12   0.5568  90.0000   0.1193 0.1000E+03 0.1000E+02   1
      6     12   0.5568  90.0000   0.1293 0.1400E+03 0.1000E+02   1
      6     12   0.5568  90.0000   0.1393 0.1900E+03 0.1000E+02   1
      6     12   0.5568  90.0000   0.1493 0.2700E+03 0.1000E+02   1
      6     12   0.5568  90.0000   0.1593 0.3600E+03 0.1000E+02   1
      6     12   0.5568  90.0000   0.1693 0.4700E+03 0.2000E+02   1
      6     12   0.5568  90.0000   0.1793 0.5600E+03 0.2000E+02   1
      6     12   0.5568  90.0000   0.1893 0.6700E+03 0.3000E+02   1
      6     12   0.5568  90.0000   0.1993 0.7400E+03 0.3000E+02   1
      6     12   0.5568  90.0000   0.2093 0.8000E+03 0.3000E+02   1
      6     12   0.5568  90.0000   0.2193 0.8600E+03 0.3000E+02   1
      6     12   0.5568  90.0000   0.2293 0.8800E+03 0.4000E+02   1
      6     12   0.5568  90.0000   0.2393 0.8900E+03 0.4000E+02   1
      6     12   0.5568  90.0000   0.2493 0.8500E+03 0.4000E+02   1
      6     12   0.5568  90.0000   0.2593 0.8400E+03 0.4000E+02   1
      6     12   0.5568  90.0000   0.2693 0.8100E+03 0.4000E+02   1
      6     12   0.5600 145.0000   0.1925 0.1000E+02 0.2000E+01   1
      6     12   0.5600 145.0000   0.2025 0.1600E+02 0.3000E+01   1
      6     12   0.5600 145.0000   0.2125 0.2300E+02 0.1000E+01   1
      6     12   0.5600 145.0000   0.2225 0.3400E+02 0.2000E+01   1
      6     12   0.5600 145.0000   0.2325 0.4900E+02 0.3000E+01   1
      6     12   0.5600 145.0000   0.2425 0.6600E+02 0.3000E+01   1
      6     12   0.5600 145.0000   0.2525 0.9200E+02 0.4000E+01   1
      6     12   0.5600 145.0000   0.2625 0.1230E+03 0.5000E+01   1
      6     12   0.5600 145.0000   0.2725 0.1510E+03 0.7000E+01   1
      6     12   0.5600 145.0000   0.2825 0.1710E+03 0.7000E+01   1
      6     12   0.5600 145.0000   0.2925 0.1850E+03 0.1000E+02   1
      6     12   0.5600 145.0000   0.3025 0.2110E+03 0.1100E+02   1
      6     12   0.5600 145.0000   0.3125 0.2200E+03 0.1200E+02   1
      6     12   0.5600 145.0000   0.3225 0.2340E+03 0.1300E+02   1
      6     12   0.5600 145.0000   0.3325 0.2410E+03 0.1300E+02   1
      6     12   0.5600 145.0000   0.3425 0.2360E+03 0.1400E+02   1
      6     12   0.5600 145.0000   0.3525 0.2170E+03 0.1300E+02   1
      6     12   0.5600 145.0000   0.3625 0.2070E+03 0.1400E+02   1
      6     12   0.5600 145.0000   0.3725 0.2050E+03 0.1400E+02   1
      6     12   0.5600 145.0000   0.3825 0.2150E+03 0.1400E+02   1
      6     12   0.5600 145.0000   0.3925 0.2350E+03 0.1700E+02   1
      6     12   0.5600 145.0000   0.4025 0.2580E+03 0.1900E+02   1
      6     12   0.5600 145.0000   0.4125 0.2900E+03 0.2000E+02   1
      6     12   0.5600 145.0000   0.4225 0.3310E+03 0.2500E+02   1
      6     12   0.5600 145.0000   0.4325 0.3610E+03 0.2800E+02   1
      6     12   0.5600 145.0000   0.4425 0.4050E+03 0.3400E+02   1
      6     12   0.5600 145.0000   0.4525 0.4010E+03 0.3700E+02   1
      6     12   0.5600 145.0000   0.4625 0.4210E+03 0.4300E+02   1
  6  12    0.160   36.000   0.0125  4.106000e+05 1.832000e+05 1
  6  12    0.160   36.000   0.0175  4.090000e+05 1.475000e+05 1
  6  12    0.160   36.000   0.0225  7.908000e+05 1.465000e+05 1
  6  12    0.160   36.000   0.0275  5.421000e+05 1.230000e+05 1
  6  12    0.161   60.000   0.0084  1.468000e+05 1.925000e+04 1
  6  12    0.161   60.000   0.0134  8.109000e+04 1.079000e+04 1
  6  12    0.161   60.000   0.0184  9.628000e+04 9.250000e+03 1
  6  12    0.161   60.000   0.0234  1.471000e+05 9.330000e+03 1
  6  12    0.161   60.000   0.0284  1.328000e+05 8.350000e+03 1
  6  12    0.161   60.000   0.0334  1.010000e+05 7.350000e+03 1
  6  12    0.161   60.000   0.0384  8.478000e+04 6.800000e+03 1
  6  12    0.161   60.000   0.0434  7.135000e+04 6.380000e+03 1
  6  12    0.161   60.000   0.0484  5.867000e+04 6.040000e+03 1
  6  12    0.200   36.000   0.0175  4.356000e+05 7.820000e+04 1
  6  12    0.200   36.000   0.0225  6.011000e+05 7.540000e+04 1
  6  12    0.200   36.000   0.0275  6.501000e+05 7.057000e+04 1
  6  12    0.200   36.000   0.0325  4.558000e+05 5.899000e+04 1
  6  12    0.200   36.000   0.0375  3.756000e+05 5.338000e+04 1
  6  12    0.200   36.000   0.0425  2.762000e+05 4.741000e+04 1
  6  12    0.200   36.000   0.0475  2.003000e+05 4.292000e+04 1
  6  12    0.200   60.000   0.0075  1.640000e+05 1.288000e+04 1
  6  12    0.200   60.000   0.0125  8.441000e+04 5.990000e+03 1
  6  12    0.200   60.000   0.0175  5.128000e+04 4.270000e+03 1
  6  12    0.200   60.000   0.0225  7.799000e+04 4.760000e+03 1
  6  12    0.200   60.000   0.0275  8.241000e+04 4.700000e+03 1
  6  12    0.200   60.000   0.0325  7.408000e+04 4.350000e+03 1
  6  12    0.200   60.000   0.0375  6.852000e+04 4.170000e+03 1
  6  12    0.200   60.000   0.0425  6.495000e+04 4.070000e+03 1
  6  12    0.200   60.000   0.0475  5.644000e+04 3.840000e+03 1
  6  12    0.200   60.000   0.0525  4.705000e+04 3.640000e+03 1
  6  12    0.200   60.000   0.0575  3.900000e+04 3.570000e+03 1
  6  12    0.200   60.000   0.0625  3.166000e+04 3.380000e+03 1
  6  12    0.200   60.000   0.0675  2.605000e+04 3.200000e+03 1
  6  12    0.240   36.000   0.0125  3.613000e+05 5.045000e+04 1
  6  12    0.240   36.000   0.0175  3.041000e+05 4.120000e+04 1
  6  12    0.240   36.000   0.0225  4.972000e+05 4.353000e+04 1
  6  12    0.240   36.000   0.0275  4.621000e+05 3.949000e+04 1
  6  12    0.240   36.000   0.0325  3.615000e+05 3.410000e+04 1
  6  12    0.240   36.000   0.0375  2.912000e+05 3.019000e+04 1
  6  12    0.240   36.000   0.0425  2.600000e+05 2.803000e+04 1
  6  12    0.240   36.000   0.0475  2.066000e+05 2.524000e+04 1
