Z,A,E0,ThetaDeg,nu,cross,error,dataSet
6.0,12.0,0.68,60.0,0.5175,1680.0,200.0,25
6.0,12.0,0.68,60.0,0.5275,1580.0,230.0,25
6.0,12.0,0.68,60.0,0.5375,1480.0,250.0,25
6.0,12.0,0.68,60.0,0.5475,1480.0,300.0,25
6.0,12.0,0.62,60.0,0.0375,90.0,10.0,25
6.0,12.0,0.62,60.0,0.0475,150.0,10.0,25
6.0,12.0,0.62,60.0,0.0575,260.0,10.0,25
6.0,12.0,0.62,60.0,0.0675,430.0,20.0,25
6.0,12.0,0.62,60.0,0.0775,660.0,30.0,25
6.0,12.0,0.62,60.0,0.0875,980.0,40.0,25
6.0,12.0,0.62,60.0,0.0975,1320.0,50.0,25
6.0,12.0,0.62,60.0,0.1075,1700.0,60.0,25
6.0,12.0,0.62,60.0,0.1175,2009.9999999999998,80.0,25
6.0,12.0,0.62,60.0,0.1275,2480.0,100.0,25
6.0,12.0,0.62,60.0,0.1375,2910.0,110.0,25
6.0,12.0,0.62,60.0,0.1475,3110.0,120.0,25
6.0,12.0,0.62,60.0,0.1575,3350.0,130.0,25
6.0,12.0,0.62,60.0,0.1675,3670.0,140.0,25
6.0,12.0,0.62,60.0,0.1775,3650.0,150.0,25
6.0,12.0,0.62,60.0,0.1875,3570.0,140.0,25
6.0,12.0,0.62,60.0,0.1975,3490.0,150.0,25
6.0,12.0,0.62,60.0,0.2075,3140.0,140.0,25
6.0,12.0,0.62,60.0,0.2175,2840.0,130.0,25
6.0,12.0,0.62,60.0,0.2275,2510.0,120.0,25
6.0,12.0,0.62,60.0,0.2375,2380.0,120.0,25
6.0,12.0,0.62,60.0,0.2475,2160.0,110.0,25
6.0,12.0,0.62,60.0,0.2575,1970.0,100.0,25
6.0,12.0,0.62,60.0,0.2675,1870.0,90.0,25
6.0,12.0,0.62,60.0,0.2775,1670.0,100.0,25
6.0,12.0,0.62,60.0,0.2875,1670.0,100.0,25
6.0,12.0,0.62,60.0,0.2975,1790.0,100.0,25
6.0,12.0,0.62,60.0,0.3075,1830.0,100.0,25
6.0,12.0,0.62,60.0,0.3175,1890.0,110.0,25
6.0,12.0,0.62,60.0,0.3275,2150.0,120.0,25
